"Mã sản phẩm","Tên sản phẩm","Nhóm sản phẩm","Mã biến thể","Tên biến thể","Công suất","Màu sơn","Version","Phân loại vỏ"
"VDD24","Vỏ đèn đường D24 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD24S100","Vỏ đèn đường D24 Chip LED SMD Công suất 100W","100","","",""
"VDD24","Vỏ đèn đường D24 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD24S150","Vỏ đèn đường D24 Chip LED SMD Công suất 150W","150","","",""
"VDD24","Vỏ đèn đường D24 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD24S200","Vỏ đèn đường D24 Chip LED SMD Công suất 200W","200","","",""
"VDD24","Vỏ đèn đường D24 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD24S250","Vỏ đèn đường D24 Chip LED SMD Công suất 250W","250","","",""
"VDD25","Vỏ đèn đường D25 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD25S050","Vỏ đèn đường D25 Chip LED SMD Công suất 50W","50","","",""
"VDD25","Vỏ đèn đường D25 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD25S100","Vỏ đèn đường D25 Chip LED SMD Công suất 100W","100","","",""
"VDD25","Vỏ đèn đường D25 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD25S150","Vỏ đèn đường D25 Chip LED SMD Công suất 150W","150","","",""
"VDD25","Vỏ đèn đường D25 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD25S200","Vỏ đèn đường D25 Chip LED SMD Công suất 200W","200","","",""
"VDD25","Vỏ đèn đường D25 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD25S250","Vỏ đèn đường D25 Chip LED SMD Công suất 250W","250","","",""
"VDD26","Vỏ đèn đường D26 Chip LED SMD Công suất 50W","(V) Vỏ đèn","VDD26S050","Vỏ đèn đường D26 Chip LED SMD Công suất 50W","50","","",""
"VDD26","Vỏ đèn đường D26 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD26S100","Vỏ đèn đường D26 Chip LED SMD Công suất 100W","100","","",""
"VDD26","Vỏ đèn đường D26 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD26S150","Vỏ đèn đường D26 Chip LED SMD Công suất 150W","150","","",""
"VDD26","Vỏ đèn đường D26 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD26S200","Vỏ đèn đường D26 Chip LED SMD Công suất 200W","200","","",""
"VDD26","Vỏ đèn đường D26 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD26S250","Vỏ đèn đường D26 Chip LED SMD Công suất 250W","250","","",""
"VDD7X","Vỏ đèn đường BRP371 Chip LED SMD Công suất 150W","(V) Vỏ đèn","VDD71S150","Vỏ đèn đường BRP371 Chip LED SMD Công suất 150W","150","","",""
"VDD7X","Vỏ đèn đường BRP372 Chip LED SMD Công suất 250W","(V) Vỏ đèn","VDD72S250","Vỏ đèn đường BRP372 Chip LED SMD Công suất 250W","250","","",""
"VDD7X","Vỏ đèn đường BRP373 Chip LED SMD Công suất 300W","(V) Vỏ đèn","VDD73S300","Vỏ đèn đường BRP373 Chip LED SMD Công suất 300W","300","","",""
"VDD7X","Vỏ đèn đường BRP374 Chip LED SMD Công suất 500W","(V) Vỏ đèn","VDD74S500","Vỏ đèn đường BRP374 Chip LED SMD Công suất 500W","500","","",""
"VDD9X","Vỏ đèn đường BRP391 Chip LED SMD Công suất 100W","(V) Vỏ đèn","VDD91S100","Vỏ đèn đường BRP391 Chip LED SMD Công suất 100W","100","","",""
"VDD9X","Vỏ đèn đường BRP392 Chip LED SMD Công suất 200W","(V) Vỏ đèn","VDD92S200","Vỏ đèn đường BRP392 Chip LED SMD Công suất 200W","200","","",""
"VDD9X","Vỏ đèn đường BRP394 Chip LED SMD Công suất 400W","(V) Vỏ đèn","VDD94S400","Vỏ đèn đường BRP394 Chip LED SMD Công suất 400W","400","","",""
