"Mã sản phẩm","Tên sản phẩm","Nhóm sản phẩm","Phương pháp bổ sung","Mã biến thể","Tên biến thể","Đơn vị tính","Màu ánh sáng","Loại LED","Công suất","Mạch","Điện áp","Số lượng LED","Loại tản nhiệt","Kiểu đấu"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-6B5-5C-16LED-DD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Bridgelux 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đúc xám","Dây điện"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-5B5-5C-16LED-DD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Bridgelux 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Trắng (5.000K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đúc xám","Dây điện"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-4B5-5C-16LED-DD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Bridgelux 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đúc xám","Dây điện"
"M50S050-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M50S050-3B5-5C-16LED-DD-B","Module SMD 50W LED 5050 (Mẫu B) - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Bridgelux 5050, 5C, 30VDC, 16LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Bridgelux 5050","50","5C","30VDC","16","Nhôm đúc xám","Dây điện"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-6P3-5C-49LED-CD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Lumileds 3030, 5C, 30VDC, 49LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Lumileds 3030","50","5C","30VDC","49","Nhôm đùn trắng","Cầu đấu"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-5P3-5C-49LED-CD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Lumileds 3030, 5C, 30VDC, 49LED | Cầu đấu","Cái","Trắng (5.000K)","Lumileds 3030","50","5C","30VDC","49","Nhôm đùn trắng","Cầu đấu"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-4P3-5C-49LED-CD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Lumileds 3030, 5C, 30VDC, 49LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Lumileds 3030","50","5C","30VDC","49","Nhôm đùn trắng","Cầu đấu"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-3P3-5C-49LED-CD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Lumileds 3030, 5C, 30VDC, 49LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Lumileds 3030","50","5C","30VDC","49","Nhôm đùn trắng","Cầu đấu"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-6B3-5C-49LED-CD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Bridgelux 3030, 5C, 30VDC, 49LED | Cầu đấu","Cái","Trắng (6.000K - 6.500K)","Bridgelux 3030","50","5C","30VDC","49","Nhôm đùn trắng","Cầu đấu"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-5B3-5C-49LED-CD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Bridgelux 3030, 5C, 30VDC, 49LED | Cầu đấu","Cái","Trắng (5.000K)","Bridgelux 3030","50","5C","30VDC","49","Nhôm đùn trắng","Cầu đấu"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-4B3-5C-49LED-CD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Bridgelux 3030, 5C, 30VDC, 49LED | Cầu đấu","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 3030","50","5C","30VDC","49","Nhôm đùn trắng","Cầu đấu"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-3B3-5C-49LED-CD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Bridgelux 3030, 5C, 30VDC, 49LED | Cầu đấu","Cái","Vàng (3.000K - 3.200K)","Bridgelux 3030","50","5C","30VDC","49","Nhôm đùn trắng","Cầu đấu"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-6P3-5C-49LED-DD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Lumileds 3030, 5C, 30VDC, 49LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Lumileds 3030","50","5C","30VDC","49","Nhôm đùn trắng","Dây điện"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-5P3-5C-49LED-DD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Lumileds 3030, 5C, 30VDC, 49LED | Dây điện","Cái","Trắng (5.000K)","Lumileds 3030","50","5C","30VDC","49","Nhôm đùn trắng","Dây điện"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-4P3-5C-49LED-DD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Lumileds 3030, 5C, 30VDC, 49LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Lumileds 3030","50","5C","30VDC","49","Nhôm đùn trắng","Dây điện"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-3P3-5C-49LED-DD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Lumileds 3030, 5C, 30VDC, 49LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Lumileds 3030","50","5C","30VDC","49","Nhôm đùn trắng","Dây điện"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-6B3-5C-49LED-DD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trắng (6.000K - 6.500K), Bridgelux 3030, 5C, 30VDC, 49LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Bridgelux 3030","50","5C","30VDC","49","Nhôm đùn trắng","Dây điện"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-5B3-5C-49LED-DD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trắng (5.000K), Bridgelux 3030, 5C, 30VDC, 49LED | Dây điện","Cái","Trắng (5.000K)","Bridgelux 3030","50","5C","30VDC","49","Nhôm đùn trắng","Dây điện"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-4B3-5C-49LED-DD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Trung tính (4.000K - 4.200K), Bridgelux 3030, 5C, 30VDC, 49LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 3030","50","5C","30VDC","49","Nhôm đùn trắng","Dây điện"
"M30C050","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX","(M) Module","Sản xuất","M30C050-3B3-5C-49LED-DD-A","Module COB 50W LED 3030 - Sử dụng: P01-03; D01-06; NCX | Vàng (3.000K - 3.200K), Bridgelux 3030, 5C, 30VDC, 49LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Bridgelux 3030","50","5C","30VDC","49","Nhôm đùn trắng","Dây điện"
"M30S200","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M30S200-6P3-5C-288LED-DD","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD | Trắng (6.000K - 6.500K), Lumileds 3030, 5C, 30VDC, 288LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Lumileds 3030","200","5C","30VDC","288","","Dây điện"
"M30S200","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M30S200-5P3-5C-288LED-DD","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD | Trắng (5.000K), Lumileds 3030, 5C, 30VDC, 288LED | Dây điện","Cái","Trắng (5.000K)","Lumileds 3030","200","5C","30VDC","288","","Dây điện"
"M30S200","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M30S200-4P3-5C-288LED-DD","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD | Trung tính (4.000K - 4.200K), Lumileds 3030, 5C, 30VDC, 288LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Lumileds 3030","200","5C","30VDC","288","","Dây điện"
"M30S200","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M30S200-3P3-5C-288LED-DD","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD | Vàng (3.000K - 3.200K), Lumileds 3030, 5C, 30VDC, 288LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Lumileds 3030","200","5C","30VDC","288","","Dây điện"
"M30S200","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M30S200-6B3-5C-288LED-DD","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD | Trắng (6.000K - 6.500K), Bridgelux 3030, 5C, 30VDC, 288LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Bridgelux 3030","200","5C","30VDC","288","","Dây điện"
"M30S200","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M30S200-5B3-5C-288LED-DD","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD | Trắng (5.000K), Bridgelux 3030, 5C, 30VDC, 288LED | Dây điện","Cái","Trắng (5.000K)","Bridgelux 3030","200","5C","30VDC","288","","Dây điện"
"M30S200","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M30S200-4B3-5C-288LED-DD","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD | Trung tính (4.000K - 4.200K), Bridgelux 3030, 5C, 30VDC, 288LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 3030","200","5C","30VDC","288","","Dây điện"
"M30S200","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M30S200-3B3-5C-288LED-DD","Module SMD 200W LED 3030 - Sử dụng: Đèn pha P04 SMD | Vàng (3.000K - 3.200K), Bridgelux 3030, 5C, 30VDC, 288LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Bridgelux 3030","200","5C","30VDC","288","","Dây điện"
"M50S200","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M50S200-6P5-5C-72LED-DD","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD | Trắng (6.000K - 6.500K), Lumileds 5050, 5C, 30VDC, 72LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Lumileds 5050","200","5C","30VDC","72","","Dây điện"
"M50S200","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M50S200-5P5-5C-72LED-DD","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD | Trắng (5.000K), Lumileds 5050, 5C, 30VDC, 72LED | Dây điện","Cái","Trắng (5.000K)","Lumileds 5050","200","5C","30VDC","72","","Dây điện"
"M50S200","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M50S200-4P5-5C-72LED-DD","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD | Trung tính (4.000K - 4.200K), Lumileds 5050, 5C, 30VDC, 72LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Lumileds 5050","200","5C","30VDC","72","","Dây điện"
"M50S200","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M50S200-3P5-5C-72LED-DD","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD | Vàng (3.000K - 3.200K), Lumileds 5050, 5C, 30VDC, 72LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Lumileds 5050","200","5C","30VDC","72","","Dây điện"
"M50S200","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M50S200-6B5-5C-72LED-DD","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD | Trắng (6.000K - 6.500K), Bridgelux 5050, 5C, 30VDC, 72LED | Dây điện","Cái","Trắng (6.000K - 6.500K)","Bridgelux 5050","200","5C","30VDC","72","","Dây điện"
"M50S200","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M50S200-5B5-5C-72LED-DD","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD | Trắng (5.000K), Bridgelux 5050, 5C, 30VDC, 72LED | Dây điện","Cái","Trắng (5.000K)","Bridgelux 5050","200","5C","30VDC","72","","Dây điện"
"M50S200","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M50S200-4B5-5C-72LED-DD","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD | Trung tính (4.000K - 4.200K), Bridgelux 5050, 5C, 30VDC, 72LED | Dây điện","Cái","Trung tính (4.000K - 4.200K)","Bridgelux 5050","200","5C","30VDC","72","","Dây điện"
"M50S200","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD","(M) Module","Sản xuất","M50S200-3B5-5C-72LED-DD","Module SMD 200W LED 5050 - Sử dụng: Đèn pha P04 SMD | Vàng (3.000K - 3.200K), Bridgelux 5050, 5C, 30VDC, 72LED | Dây điện","Cái","Vàng (3.000K - 3.200K)","Bridgelux 5050","200","5C","30VDC","72","","Dây điện"
